model,mask_source,run_name,split,accuracy,balanced_accuracy,sensitivity,specificity,precision,f1,roc_auc,tn,fp,fn,tp,dropout,padding,head_lr,fine_lr,seed
EfficientNet-B0,manual,manual_d03_p015,val,0.9791666666666666,0.984375,1.0,0.96875,0.9411764705882353,0.9696969696969697,0.9921875,31,1,0,16,0.3,0.15,0.001,0.0001,42
