feature,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16
wav_L2_LL_mean,0.02762988688593983,0.25790015565648866,-0.00514658573921171,0.19347736213629846,0.02339543364684916,0.12386204934234855,-0.017212111365825723,0.06411532650164921,0.027047586219747555,-0.07562904798735098,-0.02371131290549029,-0.063861209700532,0.08299360290498725,-0.04836587190681763,0.03507233200001241,0.06035421810980201
wav_L2_LL_kurt,-0.04869230151054665,-0.18815082201186065,0.1369219873123768,0.28988013057809303,-0.07517273804449781,-0.11680143736187594,0.03869116122238672,0.07201221540637381,-0.020943895290368227,-0.006194402637205872,-0.20852942147379397,-0.1886857284840871,-0.14367187444795024,-0.06705881231699383,0.03067598602581715,-0.12643872473838014
wav_L2_LH_energy,-0.16666485260905556,0.06371944260099045,0.2408569535185024,-0.105510354371383,0.04533180627648636,-0.05995264768571515,0.08517136775747618,0.010128870635992054,0.14158557208291836,0.056993961578578015,-0.05574440894975195,0.14331162786414853,0.1123784969088418,-0.035362370333882086,-0.041069845107317156,-0.05253183804016635
wav_L2_LH_entropy,0.2145475817041042,0.05166849645102775,0.10305039126389685,-0.03415081362152962,0.12242645651916835,-0.13180858580563734,0.011343066408244227,0.027186822608334202,-0.023004615229315233,-0.06139656685633693,0.05818544974056559,-0.05502586311426331,-0.0063462859777866035,-0.008493969819757006,-0.03566827442699252,-0.1796664969762104
wav_L2_LH_mean,-0.06432373981280659,0.04371738581454409,0.005188045817209769,-0.11040608619711083,-0.09802029059803033,0.15775167763205122,0.14650362795755945,0.2686683215110836,0.5800368649285609,0.19655415632353776,-0.28148981878049784,-0.06896643660262129,-0.09184458310920686,0.5632649500654625,-0.047823816236924666,-0.08771290308210948
wav_L2_LH_kurt,0.07565971742895676,-0.19628412918256324,0.11900690406030878,0.07099860280611475,-0.044520756676274635,0.21639498321939687,0.016122888429322208,0.0037693954634315688,0.02279371438161994,0.06938501067646227,-0.07939640011915433,0.033817782382746166,0.03848803217213887,0.09049763722458394,0.12319069255219019,0.5677085534442808
wav_L2_HL_energy,-0.16457544066072774,0.001886778464809587,0.25888189687299473,-0.01496418984958562,0.05278409765288504,0.09205192049129073,-0.1916806362220141,0.021873486696542342,-0.05363255595273613,0.02693569872836494,0.16015964346710124,-0.057217045704495345,0.04759494208334021,0.112370993058573,0.02623196168935243,-0.04367217283086357
wav_L2_HL_entropy,0.20203199926957535,0.04819150179339183,0.06235875885691636,-0.03740757313270556,0.09446200025359044,-0.2780476146160789,-0.00574213006528231,-0.021127047625802208,0.11605468576696791,-0.09440182905597952,0.012875199568704268,-0.09904748992874039,0.051498405897504124,0.00338695485617898,0.055494585219175316,-0.03812377579505311
wav_L2_HL_mean,-0.045296157041035956,-0.01650929438525642,-0.016374097949223513,-0.1211074149402064,-0.0390500808079797,-0.0870456861309944,-0.15046664512775373,0.3518007156510971,-0.5458164813666002,-0.06540339065846162,-0.35788385049988897,0.08407658639055411,0.48888912826568487,0.3239075263951347,-0.08152308869254385,-0.07025185691923437
wav_L2_HL_kurt,0.09362359085445937,-0.12920881514012247,0.11918034537096225,0.07907096633564997,0.1069711761643845,0.38123692764597533,0.15043278240657948,0.12457544368530504,-0.16592998049732297,0.07506105006617743,-0.02277757713370733,0.20029056361670122,-0.05971876094989216,-0.042798006776053554,-0.1455306838546387,-0.012766514727760669
wav_L2_HH_energy,-0.19244381517400053,-0.00039600107834307003,0.19369680523051136,-0.11769093536826525,0.06755895307068174,0.0229311297110348,-0.09244710758687498,0.05759685799680165,-0.009478071523948563,-0.052333640962784506,0.014082791892503997,0.0025404128921936277,0.059050178126053475,0.01702308027793664,-0.13495972176923343,-0.0024610193462278975
wav_L2_HH_entropy,0.19563513794096654,0.04952083605112101,0.14251114181812924,0.018638607914520107,0.09427785095666319,-0.2333740596981803,-0.05823148358234528,0.017840727311963303,0.036110373039491654,0.037508594532539144,0.07773466703782288,-0.013738508308803814,0.0662541056881635,0.09923754046308064,0.08621166568641456,0.11350290506105443
wav_L2_HH_mean,0.04404832019763863,-0.005419282841215914,-0.04966177702074705,0.028268435488142677,-0.14088354314042298,-0.045916981991931956,0.11870063883812339,0.3263234517059261,-0.10917929215953219,0.7597431431864179,0.35796144196236795,-0.21306405220960747,0.17702717595100853,-0.16837940052809916,0.024287276026655896,0.011030090622161372
wav_L2_HH_kurt,0.15450873318251362,-0.13367460561800504,0.11776216476095616,-0.030409162284984765,0.05452152773036339,0.2578757969921979,0.1564052427844399,0.0508165104954053,-0.05683108587321836,-0.08218393132646153,-0.017341525536040913,0.015622804270771411,-0.029621808176726303,-0.10146221963108644,-0.03800805795516331,-0.2487517077012865
