rank,feature,importance,abs_loading_PC1,importance_pct
1,wav_L1_HL_kurt,0.11962956335387347,0.1706807997833272,2.204633436298398
2,int_skew,0.1181119998905136,0.10065355257968811,2.1766665102373945
3,int_delta_perilesional,0.11751592856209139,0.11296798257977606,2.165681610316201
4,wav_L2_HH_kurt,0.11731541116286008,0.15450873318251362,2.161986308331379
5,wav_L1_HH_kurt,0.11574307421822648,0.18679001437097342,2.133009970843524
6,wav_L2_LH_energy,0.11464970283115072,0.16666485260905556,2.1128604103949185
7,int_kurtosis,0.11430728160865782,0.06421169094465184,2.1065499863221255
8,glcm_contrast_d4,0.11409162756967818,0.16283517866148603,2.1025757337069844
9,wav_L1_LL_kurt,0.11401821643340813,0.05911982923135569,2.101222852018878
10,wav_L2_HL_kurt,0.1122141179757166,0.09362359085445937,2.067975419940273
11,glcm_correlation_d4,0.11192269161699357,0.19457830996666334,2.0626047717773353
12,wav_L1_LH_energy,0.11105570986107982,0.1951351374529373,2.0466273083965305
13,wav_L2_LL_kurt,0.11056559634086931,0.04869230151054665,2.037595087397431
14,morph_area_relative,0.11029730051582011,0.18568529453208277,2.032650708013774
15,wav_L2_HH_entropy,0.11023989338610984,0.19563513794096654,2.031592761515493
16,wav_L1_LH_entropy,0.11012260696371652,0.20557917683444663,2.0294313094364003
17,glcm_homogeneity_d1,0.10980952143329381,0.10841190121563758,2.0236615079806404
18,wav_L1_LH_kurt,0.10959169719742319,0.13223539509959253,2.019647261165946
19,wav_L2_LH_entropy,0.1092776323251258,0.2145475817041042,2.013859411580761
20,morph_perimeter_px,0.10810663385587255,0.20971522450706861,1.992279274474239
21,morph_circularity,0.10788954282779664,0.11787314315431562,1.9882785398247214
22,morph_irregularity,0.10788954282779656,0.11787314315431562,1.9882785398247198
23,wav_L1_HL_entropy,0.10716864009885385,0.20406901500273805,1.9749931426704683
24,glcm_correlation_d1,0.10705683508370364,0.16509806497533172,1.972932706538834
25,wav_L2_HL_entropy,0.10626149156025558,0.20203199926957535,1.9582754522951638
26,wav_L2_LH_kurt,0.10569273411011493,0.07565971742895676,1.9477939153191006
27,glcm_contrast_d1,0.10552388213433171,0.15704544402041082,1.9446821701855372
28,morph_extent,0.10238732681896433,0.11223758162162241,1.8868791110654148
29,wav_L1_HH_energy,0.10202676957015816,0.18776559483271152,1.880234461163396
30,wav_L2_LL_entropy,0.10081016525845303,0.22410289533311414,1.8578138615295425
31,wav_L1_LL_entropy,0.10048662060878015,0.22532434360964385,1.8518513106950611
32,glcm_entropy_d4,0.10038676347682202,0.0396114224691718,1.8500110601265913
33,morph_solidity,0.0998392219481837,0.10783816814363678,1.839920507858778
34,glcm_entropy_d1,0.09950509956554165,0.03062137207203039,1.8337630217329666
35,wav_L2_HH_energy,0.09947024904818977,0.19244381517400053,1.83312076731297
36,wav_L1_HH_entropy,0.09892262158502602,0.2074113265739587,1.8230286313720008
37,wav_L2_HL_energy,0.0984907103305187,0.16457544066072774,1.8150690103008806
38,wav_L1_LL_energy,0.097974738070551,0.03359797835435172,1.8055602428638353
39,wav_L1_HL_energy,0.09699368461880048,0.168650949008236,1.787480571067933
40,wav_L2_LL_energy,0.09645779774172732,0.028698274029984074,1.7776048004461322
41,glcm_homogeneity_d4,0.09593612535549483,0.056188016102642784,1.767990986324955
42,int_mean,0.09554091957389722,0.03927978490676736,1.7607078043429965
43,wav_L1_LL_mean,0.09465789953344891,0.03504805138406696,1.7444347740692396
44,wav_L2_LL_mean,0.09296587005109991,0.02762988688593983,1.713252642600994
45,int_std,0.09199097307301579,0.003315640594626218,1.695286427440008
46,morph_aspect_ratio_wh,0.09176978826193052,0.011428333206755866,1.6912102491405228
47,int_contrast_lesion_bg,0.09071652378163444,0.0386323259315456,1.6717998122432705
48,wav_L1_LH_mean,0.08987731257841375,0.12666210092029437,1.6563341277847923
49,wav_L2_LH_mean,0.08763829691251104,0.06432373981280659,1.6150716784114434
50,wav_L2_HL_mean,0.07608104354598585,0.045296157041035956,1.4020849676914242
51,wav_L1_HL_mean,0.07444062030548367,0.04442729448281479,1.3718538791184924
52,wav_L1_HH_mean,0.07433996206763763,0.05547221728424092,1.3699988651021175
53,wav_L2_HH_mean,0.07050311913912763,0.04404832019763863,1.2992903213870801
